text,cefr_level
Cold seeps occur over fissures on the seafloor caused by tectonic activity .,B2
The proboscis monkey eats mainly fruit and leaves .,B2
Many cyanides are highly toxic .,B2
"In popular culture , cyanides are said to be highly toxic .",B2
Performance optimizations were made in order to speed up common tasks across all supported iOS devices .,B2
The main purpose of an office is to support its occupants in performing their job .,B2
The main purpose of an office environment is to support its occupants in performing their jobs .,B2
"For wheels without joints , climbing obstacles will cause the body of the vehicle to tilt .",B2
"A tropical wave is usually preceded by an area of sinking , intensely dry air , sloping as a northeast wind .",B2
"A tropical wave normally follows an area of sinking , intensely dry air , blowing from the northeast .",B2
Flourens was able to demonstrate convincingly for the first time that the main divisions of the brain were indeed responsible for largely different functions .,B2
Flourens was able to show for the first time that the main parts of the brain were responsible for largely different functions .,B2
"Perjury is a serious crime because it might be used to take away the power of a court , which can lead to punishment for the wrong person .",B2
"Tonic immobility has been hypothesized to occur in humans undergoing intense trauma , including sexual assault .",B2
"In cricket , a player 's batting average is the total number of runs they have scored divided by the number of times they have been out .",B2
Thermal resistance is the inverse of thermal conductance .,B2
Radiometric dating methods are used to establish the geological time scale .,B2
Tunnels are dug in types of materials varying from soft clay to hard rock .,B2
"Tunnels are dug in different kinds of grounds , from soft sand to hard rock .",B2
"The city is lush with vegetation , but has an arid climate .",B2
"The city has a lot of plant life , but has an arid climate .",B2
A train may occasionally experience a rollback following a launch .,B2
Two major special operations were planned for the offensive .,B2
New Zealand announced that the country would send two fifteen-member civil defence teams to assist in flood rescue efforts .,B2
"New Zealand , one of Australia 's closest allies , said they would be sending two fifteen member civil defence teams to assist in flood rescue efforts .",B2
The area of the canton is 991 km2 and commonly divided into three hill masses .,B2
The area of the canton is 991 km and is usually divided into three hilly areas .,B2
"Before contact with Europeans the natives of North America were divided into many different communities , from small bands of a few families to large empires .",B2
"Reintroduction is the deliberate release of species into the wild , from captivity or relocated from other areas where the species survives .",B2
Oats are also commonly used as feed for horses - as whole or rolled oats or as part of food bits .,B2
Black helped increase basic scientific and clinical knowledge in cardiology .,B2
It is a very little -studied body despite being one of the largest asteroids .,B2
It has not been studied a lot despite being one of the biggest asteroids .,B2
"The island 's animals are mainly of the avian variety , although rabbits are long established here .",B2
Suppose a coach trains long-distance runners for one month using two methods .,B2
Producing an image from a diffraction pattern requires sophisticated mathematics .,B2
Producing an image from a diffraction pattern requires sophisticated mathematics and often an iterative process of modeling and refinement .,B2
"While the hypothesis was readily accepted by many in the environmentalist community , it has not been widely accepted within the scientific community as a whole .",B2
There have been numerous disputes over what constituted production and modified cars when used in motorsports .,B2
There have been many disputes over what makes production and modified cars when used in motorsports .,B2
"Although it is rare , Korats occasionally have striking or faint white markings or spots or even very faint grey stripes .",B2
"Korats may rarely have some white markings or spots , or even pale gray stripes .",B2
"Apart from successful soundtracks , he has also received acclaim for his background scores and is considered one of the finest background -score composers in India .",B2
"Apart from successful soundtracks , he has also received notability for his background music and is considered one of the finest background music composers in India .",B2
There are few flora and fauna due to the harsh climate .,B2
"Handbooks may have information about any topic , and are mostly guides of information in a special field or about a special method .",B2
"Handbooks may deal with any topic , and are generally compendiums of information in a particular field or about a particular technique .",B2
The two quantifiers most widely used are the universal quantifier and the existence quantifier .,B2
The most notable feature of NGC 1569 is its powerful starburst .,B2
NGC 1569 is characterized by a large starburst .,B2
"Japanese prisoner - of- war camps , many of which were used as labor camps , also caused a lot of deaths .",B2
"Japanese prisoner - of- war camps , many of which were used as labor camps , also had high death rates .",B2
Bangladesh is used to move narcotics made in neighboring countries .,B2
In many countries making or having a pipe bomb is a serious crime .,B2
"In many countries the manufacture or possession of a pipe bomb is a serious crime , regardless of its intended use .",B2
"The forest is an important recreational area with woodland walks , noted for their displays of bluebells in the early spring , rock climbing and hillwalking .",B2
"On 31 January 2013 , he was shot and wounded during his bid for the presidency in 2013 .",B2
In 2013 he was shot and wounded during his bid for the presidency .,B2
The rocky coastline has been the site of a number of shipwrecks .,B2
"At the time of foundation in 1878 the order had only one class , that of Companion , with no quota imposed .",B2
Freud did not believe in the existence of a supernatural force which has pre-programmed us to behave in a certain way .,B2
Freud does not believe there is any supernatural force that affects the way we think or has pre-programmed us to behave in a certain way .,B2
"Each course of the university has its own recruitment process , most of the time by a competitive examination .",B2
Although the PID infection may be cured the damage from the infection may not go away .,B2
"Even when the PID infection is cured , effects of the infection may be permanent .",B2
The park has been frequently closed to visitors because of sulphuric gas emissions .,B2
The park is frequently closed because of sulphur gas .,B2
The basic economical activity of this department is the cattle breeding .,B2
VFDs are used in applications ranging from small appliances to large compressors .,B2
VFDs are used for many things that range from small appliances to large mining motors and compressors .,B2
Dissenting opinions are normally written at the same time as the majority opinion and any concurring opinions .,B2
"Dissenting opinions are normally written at the same time as the majority opinion and any concurring opinions , and are also delivered and published at the same time .",B2
"In the 1970s , glass-ceramic cooktops started to appear .",B2
"In the 1970s , glass-ceramic stoves began appearing .",B2
"The historical journal , a forum where academic historians could exchange ideas and publish newly discovered information , came into being in the 19th century .",B2
"The idea of the historical journal , a forum where academic historians could exchange ideas , came into being in the nineteenth century .",B2
There are a variety of symptoms that have may cause sensory overload .,B2
There are a wide variety of symptoms that have been found to be associated with sensory overload .,B2
This list is in chronological order across the table by genus .,B2
Test pilots must know about aerospace engineering in order to know how and why planes are tested .,B2
"B. F. Skinner was responsible for a different type of machine called GLIDER , which used his ideas on how learning should be directed with positive reinforcement .",B2
The ossuary became a tourist attraction on from the early 19th century and has been open to the public on a regular basis from 1867 .,B2
"The ossuary became a tourist attraction on a small scale from the early 19th century , and has been open to the public on a regular basis from 1867 .",B2
Dredge nets have a coarse mesh in order to let organisms smaller than the target species through .,B2
The European spadefoot toads are small to large sized frogs .,B2
"During late April , the Japanese submarines and searched the area where landings were planned .",B2
Alternation of generations between a multicellular diploid and a multicellular haploid generation does not exist in animals .,B2
"Pamphlets can contain anything , such as user instructions information for kitchen appliances , or religious and political ideas .",B2
"As a result of the development of agriculture in the south , important cultural development was possible there .",B2
Counting the number of ASL signers is difficult because ASL users have never been counted by the American census .,B2
Counting the number of ASL speakers is difficult because ASL users have never been counted by the American census .,B2
"Although businesses usually maintain some kind of fax capability , the technology has faced increasing competition from Internet - based alternatives .",B2
"The trematodes or flukes include 18,000 to 24,000 species , divided into two subclasses .",B2
"The trematodes or flukes are estimated to include 18,000 to 24,000 species",B2
Some species of algae form symbiotic relationships with other organisms .,B2
Punching bags have been used in martial arts for as long as there has been a written history of military training .,B2
Punching bags have been used in martial arts and swordplay for the entire written history of military training .,B2
The naval engagement between the small German convoy and the craft carrying No. 3 Commando had alerted the German defenders at Blue beach .,B2
The naval battle between the small German convoy and the craft carrying No. 3 Commando had made the German defenders at Blue beach aware of the attack .,B2
"The median income for a household in the city was $ 45,015 , and the median income for a family was $ 51,162 .",B2
Above - average sea water temperatures caused by global warming is the leading cause of coral bleaching .,B2
The leading cause of coral bleaching is rising water temperatures .,B2
Hyperoliids range from 1.5 to in body length .,B2
Hyperoliids range from 1.5 cm to 8 cm in body length .,B2
"The average stillbirth rate in the United States is approximately 1 in 160 births , which is roughly 26,000 stillbirths each year .",B2
"The number of stillbirths in the United States is about 1 in 115 births , which is about 26,000 a year , or one every 20 minutes .",B2
"Social and affectionate , the name comes from the parrots ' strong , monogamous pair bonding and the long periods which paired birds spend sitting together .",B2
"Their common name comes from the parrots ' strong , monogamous pair bonding and the long time the pairs spend sitting together .",B2
Growing Opium poppy and drug trafficking are important to the political and economic situation of Afghanistan .,B2
A large temple also owned sizable tracts of land and employed thousands of laymen to supply its needs .,B2
"As the evolution of artillery continued , almost all guns of any size became capable of being moved at some speed .",B2
"As artillery developed technically , almost all guns of any size could be moved at some speed .",B2
"In the 1980s and 1990s , historians have argued over whether this term is appropriate .",B2
"By the 1990s , the Federal government had reversed its views on wolves .",B2
"Early Cybermen had an unsettling , sing-song voice , created by changing their voices slightly on syllables which a voice does not normally change .",B2
Many game artists are called upon to develop graphical treatments for the environments and elements in which role - playing games take place .,B2
Many game artists are asked to develop graphical environments and elements in which role- playing games take place .,B2
Linspire has drawn some criticism from the linux free software community .,B2
Linspire has drawn some criticism from the free software community .,B2
"The botanical exhibits are placed according to their start in free-air or climate controlled greenhouses , which also contain many tropical and subtropical plants .",B2
These dates could be the king 's birthday and coronation day .,B2
"These dates are allegedly the king 's birthday and coronation day , respectively .",B2
"Over 2000 complaints were made against the organization in 2009 , with a similar number of complainst by 2017 .",B2
The city government consists of mayor who is elected at large and five member city council who are each elected from a district .,B2
The city government consists of a part-time mayor elected at-large and a five-member part-time city council elected from districts .,B2
"In early 1972 , the commercial video recording industry in Japan took a financial hit .",B2
"These plants have a simple structure , lacking an obvious stem or leaves .",B2
The method compares words in a text to a list of words which are familiar in everyday writing .,B2
The disease was first reported in January 2007 in some New York caves .,B2
Seamounts are one of the most common oceanic ecosystems in the world .,B2
Context switches are usually time consuming and much of the design of operating systems is to minimize the time of context switches .,B2
"Large died on 3 November 2018 from an abdominal aortic aneurysm , at the age of 75 .",B2
After World War II many of the poorer Germans were displaced to Germany .,B2
"After the rinse cycle , the machine begins the extraction process , which recovers dry-cleaning solvent for reuse .",B2
"After the rinse cycle , the machine begins the extraction process , which recovers the solvent for reuse .",B2
The city was an important landing and refueling place for early long distance airplane flights between Europe and Australia in the early twentieth century .,B2
"In the early twentieth century , the city was used for landing and refueling by long distance airplane flights between Europe and Australia .",B2
Igneous rocks can be classified according to their chemistry .,B2
Making a stop-motion animation using clay is hard work .,B2
Producing a stop-motion animation using clay is extremely laborious .,B2
"Actors working in theater , film , television and radio have to learn specific skills .",B2
Up to five players can play simultaneously .,B2
"When yerba mate is harvested , the branches are often dried by a wood fire , imparting a smoky flavor .",B2
"When the yerba is harvested , the branches are dried sometimes with a wood fire , imparting a smoky flavor .",B2
Axles are an integral component of most practical wheeled vehicles .,B2
Axles are an important structural component of a wheeled vehicle .,B2
Negative one has some similar properties as positive one .,B2
Negative one has some similar but slightly different properties to positive one .,B2
"Teppei 's apartment has many unusual items such as Thai artifact , a 30 - year - old refrigerator , and a crystal apple .",B2
"Teppei 's apartment has many unusual items such as a Thai artifact , a 30 - year - old refrigerator that is no longer manufactured , and a crystal apple .",B2
"The main economic activity of the municipality is agriculture and some livestock , tourism and trade with Haiti .",B2
Agriculture and commerce with Haiti represent the main economic activities of this municipality .,B2
"A number of cities will host walk - in Voting Centers , and an official list of locations and open hours are available as of February 6 .",B2
"Watches evolved in the 17th century from spring-powered clocks , which appeared as early as the 14th century .",B2
"Watches progressed in the 17th century from spring-powered clocks , which appeared as early as the 14th century .",B2
"While admission to some concerts is free , it is common practice to charge money for concerts by selling admission tickets .",B2
"In the earliest days of naval warfare , there was little difference between sailors and soldiers on a warship .",B2
"In the earliest day of naval warfare , there was little distinction between sailors and soldiers on a warship .",B2
"Ten matches were contested at the event , including three on the pre-show .",B2
Australia 's many outside territories follow their own time zones .,B2
"On 6 and 7 September 2013 , double international games between Sweden and Finland with both A- and U23 games were held inside .",B2
"Inductors are also employed in electrical transmission systems , where they are used to limit switching currents and fault currents .",B2
Self - assumption of a title is not necessarily illegal : it depends on the law of the place where the title is used .,B2
Some enzymes need several cofactors .,B2
"However , it is an extremely persistent organic pollutant ; it does not easily break down .",B2
An analog multiplexer is a special type of analog switch that connects one signal selected from several inputs to a single output .,B2
"In analog circuit design , a multiplexer is a special type of analog switch that connects one signal selected from several inputs to a single output .",B2
"If you believe that schizophrenia is caused by bad communication between mother and child , then family interaction studies become relevant .",B2
"For road bicycle racing enthusiasts , the mountain can be climbed by three routes .",B2
The boiling point of a liquid depends on the pressure of the surrounding air .,B2
The boiling point of a liquid varies depending upon the surrounding environmental pressure .,B2
"New species have been created by domesticated animal husbandry , but the initial dates and methods are not clear .",B2
The social and economic problems created by the disaster were overwhelming .,B2
The social and economic problems created by the disaster were very big .,B2
"Children 's literature can be divided into categories , either according to genre or the intended age of the reader .",B2
"Children 's literature can be divided into several categories , but it is most easily categorized by genre or the intended age of the reader .",B2
"In the late 19th century , soft but durable leather shoes were the preferred choice of baseball players .",B2
"In the late 19th century , baseball players started to wear the soft but long-lasting leather shoes .",B2
Intellectual property laws have the effect of converting some goods to scarce goods by law .,B2
The site includes entries on various series and tropes .,B2
The site has pages on series and tropes .,B2
"In 2013 , the church decided to push for a more aggressive presence on the internet , and built a new studio to broadcast in high-definition television .",B2
"In 2013 , the church decided use the internet more to reach people , and is building a new studio to begin broadcasting in high-definition television .",B2
The tombstones use to have some inscriptions .,B2
A table consists of an ordered arrangement of rows and columns .,B2
"Both of these industrial quarters were almost entirely destroyed by air raids during World War II , with the bombings of a single night from February 3 , 1945 .",B2
"There are approximately 2,600 cases of bacterial meningitis per year in the United States , and on average 333,000 cases in developing countries .",B2
High treason is punished by life in prison .,B2
The neighborhood has had notable residents .,B2
The neighborhood has a distinguished history of notable residents .,B2
"The work is anonymous , and there is speculation about the author 's identity .",B2
"Many foods can trigger anaphylaxis , even when the food is eaten for the first time .",B2
X provides the basic components to build GUI environments : drawing and moving windows on the screen and interacting with a mouse or a keyboard .,B2
"Some items of clothing are designed to be worn as underwear , while others such as T-shirts can be used both as underwear and as outer clothing .",B2
The court has ruled that the $ 2.7 billion in school funding was inadequate and distributed unfairly .,B2
Short 's unsolved murder and the details surrounding it have had caused many theories and public speculation .,B2
"In his first form , Frieza is a relatively short humanoid , albeit with a large chestnut - shaped skull with two horns .",B2
The land on which the circuit is located was originally bought in 1926 by property developers who wanted to build housing .,B2
The land on which the circuit is built was originally bought in 1926 by property developers .,B2
"In addition to the United States , Americans and people of American descent can be found around the world .",B2
"Many of Bad Religion 's songs are about different social ills , although they try not to ascribe the causes of these ills to any single person or group .",B2
"Many of Bad Religion 's songs are about what they think are social problems , but they do not blame causes of these problems to any single person or group .",B2
A geologic section has to fulfill a set of criteria to be adapted as a GSSP by the ICS .,B2
"Winters died on 23 April 2019 at the age of 80 , from congestive heart failure .",B2
Researchers have also found illusory superiority in relationship satisfaction .,B2
The cranial nerves provide motor and sensory innervation mainly to the structures within the head and neck .,B2
Cranial nerves provide motor and sensory stimulation mainly to places within the head and neck .,B2
"A three - hour special that was aired on November 16 , 2008 marked the end of the show .",B2
"The fact that living things inherit traits from their parents has been known since prehistoric times , and used to improve crop plants and animals through selective breeding .",B2
"Editors have so far made two platinum albums , selling over two million copies around the world .",B2
"Editors have so far released two platinum studio albums , and six in total , with several million combined sales .",B2
Black tea is often blended and mixed with various other plants in order to obtain a beverage .,B2
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 400 to 405 .",B2
"The new house , which uses the original frontage , seats 1,750 and is elliptical in shape with a large orchestra level and 37 boxes .",B2
The metatarsal bones are often broken by soccer players .,B2
Sixth is the roof escape hatch that is in place on all Funny Cars since the founding of the division in the early 1970s .,B2
It was supposed that he possessed a spiritual healing power against snake bites .,B2
"An epigenetic contribution to heterosis has been established in plants , and it has also been reported in animals .",B2
Many island rails are flightless because on a small island without threatening predators they do not need to fly or move long distances .,B2
Laplace also came close to propounding the concept of the black hole .,B2
Laplace also came close to getting the concept of the black hole .,B2
"In some cases of multiple bonds between two atoms , there is no net sigma-bonding at all , only pi bonds .",B2
"In some cases of multiple bonds between two atoms , there is no sigma bond at all , only pi bonds .",B2
Architecture is the art and science behind building and sculpture design .,B2
"Though their shock at the slaughter was great , the Romans began a slow , systematic preparation to reconquer the country .",B2
"Viral populations do not grow through cell division , because they are acellular .",B2
"Viral populations do not grow through cell division , because they do not have cells .",B2
Leaf insects use camouflage to take on the appearance of a leaf .,B2
The federal structure of Russia includes 83 regional parliaments .,B2
The federal structure of Russia includes 85 regional parliaments .,B2
In 2009 the commune had 677 inhabitants .,B2
"At the 2009 Census , the commune had a population of 677 .",B2
The ruined walls of the observatory are a prominent feature on the summit .,B2
The ruined walls of an observatory are also on the summit .,B2
"In some places , schools have to have tornado drills , but usually not as often as fire drills .",B2
"On 28 December , after eight days of fighting , the depleted German troops finally withdrew from the town .",B2
"Cattle raising is also important with 16,375 cattle counted in the 2000 census .",B2
"Cattle raising is also important with 16,375 head counted in the 2000 census .",B2
"The analysis is conducted on pairs , defined as a member of one group compared to a member of the other group .",B2
The structure of a gene consists of many elements of which the actual protein coding sequence is often only a small part .,B2
The structure of a gene has many elements : the actual protein coding sequence is only a small part .,B2
The Japanese government continues to search for and retrieve the remains of Japanese military personnel who were killed during the battle .,B2
The Japanese government continues to search for the bodies of Japanese military troops who were killed during the battle .,B2
"In the event the electron absorbs a quantity of energy less than the binding energy , it will transition to an excited state .",B2
"If the electron absorbs a quantity of energy less than the binding energy , it will be transferred to an excited state .",B2
"In the Baroque period , music in C minor was usually written with a two -flat key signature .",B2
"In the Baroque period , music in C minor was usually written with a two -flat key signature , and some modern editions of that repertoire retain that convention .",B2
Radiation therapy is commonly applied to the cancerous tumor because of its ability to control cell growth .,B2
"The judges are elected for a 12 - year term , but they must retire upon reaching the age of 68 .",B2
The Family - to - Family program provides general information about mental illness and how it is currently treated from a medical model perspective .,B2
The Family - to - Family program provides general information about mental illness and how it is currently treated .,B2
"Without treatment , an acute attack of gout will usually resolve in 5 to 7 days .",B2
"The water , having been separated from the air , leaves the camera aeolis at the same rate as it enters .",B2
The stars in planetary nebulae are very hot .,B2
The industry of the town was initially tied to the abundant fruit growing operation .,B2
The great majority of large breakers seen at a beach result from distant winds .,B2
The great majority of large breakers one sees on an ocean beach result from distant winds .,B2
The road was purpose- built as part of a major redevelopment of the area in the 1900s .,B2
The road was built as part of a redevelopment of the area in the 1900s .,B2
Impatiens have become one of the most popular garden annuals .,B2
Impatiens are popular garden annuals .,B2
"The curtain rises on a warm evening in India , centuries in the past .",B2
Parentheses show the numbers of admitted students per year .,B2
Some moths are farmed for their economic value .,B2
Some moths are farmed .,B2
"Pincers , often red-hot , have been used as an instrument of torture since the middle ages or earlier .",B2
"Pincers , often red-hot , have also been used as an instrument of torture since ancient Roman times or earlier .",B2
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 410 to 453 .",B2
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 406 CE to 410 CE .",B2
"The region has steep , glacier - carved mountains , valleys and interspersed plains .",B2
"A computer program itself is just a passive collection of instructions , while a process is the actual execution of those instructions .",B2
"While a computer program is a passive collection of instructions , a process is the actual execution of those instructions .",B2
An addition reaction is the opposite of an elimination reaction .,B2
An addition reaction is the reverse of an elimination reaction .,B2
The only time a female flying lizard ventures to the ground is when she is ready to lay her eggs .,B2
The only time a flying lizard comes to the ground is when a female is ready to lay her eggs .,B2
Leopard cats are the most widely distributed Asian small cats .,B2
"Gabrielle starts the series as a young adult who more or less stands behind Xena , and relies on Xena to protect her .",B2
A key idea of NMR is that the resonance frequency of a particular substance is directly proportional to the strength of the applied magnetic field .,B2
Foxes and humans lived close together in ancient Japan ; this companionship gave rise to legends about the creatures .,B2
"As surveying is related to mathematics , he later studied the geometrical importance of complex numbers .",B2
"In one experiment , Lavoisier observed that there was no overall increase in weight when tin and air were heated in a closed container .",B2
"In one experiment , Lavoisier found that there was no increase in mass when tin and air were heated in a closed container .",B2
"On 29 August 2010 , trail bike riders discovered a human skeleton in the forest .",B2
When writing currency amounts the location of the symbol varies by currency .,B2
"Some moths , particularly their caterpillars , can be major agricultural pests in many parts of the world .",B2
Guilt is often associated with anxiety .,B2
Guilt can sometimes cause anxiety .,B2
It is held in many mental health circles that masturbation can relieve depression and lead to a higher sense of self-esteem .,B2
The great white shark has no natural predators other than the killer whale .,B2
"The number of strings on the rebec varies from 1 to 5 , although three is the most common number .",B2
"The rebec can have any number of strings from one to five , although three is the most common number .",B2
"There is a battle between the wilds and the pets , with the Pet Paradiso security focused on tranquilizing the wilds .",B2
Historians have noted that Washington 's death helped alter the way lynching was viewed .,B2
"From this beginning in the 1950s , a substantial theory has been built up .",B2
The government 's main concern has been to bolster the economy .,B2
The meat in the dish was normally cut into medium-sized pieces and boiled with the vegetables in water .,B2
The meat in the dish was normally cut into medium-sized pieces and simmered with the vegetables in water .,B2
Refusing their reduced pay became a point of honor for the men of the 54th .,B2
Refusing their lower pay became a point of honor for the men of the 54th .,B2
"The term may refer to spoken English , and it can also describe written English .",B2
This is thought to be one of the most important battles for the control of the Indian subcontinent by the colonial powers .,B2
"Following its discovery , Cupid was given the temporary designation S / 2003 U 2 .",B2
The cantons are listed in their order of precedence given in the federal constitution .,B2
The cantons are listed in the order given in the federal constitution .,B2
"A developed country , Canada has the sixteenth - highest nominal per capita income globally as well as the twelfth-highest ranking in the Human Development Index .",B2
Canada is a developed country and has the tenth highest nominal per capita income globally as well as the tenth highest ranking in the Human Development Index .,B2
Viral infections in animals trigger an immune response which usually kills the infecting virus .,B2
"From statehood until the election of 1966 , governors were elected to two -year terms .",B2
"From the time the state was created until the election of 1966 , governors were elected to two -year terms .",B2
Some of the big kinetic energy found with flow at large mach numbers becomes internal energy in the fluid because of viscosity .,B2
A portion of the large kinetic energy associated with flow at high Mach numbers transforms into internal energy in the fluid due to viscous effects .,B2
The vehicle that was used as an atmospheric drop test glider had no propulsion system .,B2
Another problem for many small businesses is the capacity of much larger businesses to influence or sometimes determine their chances for success .,B2
Another problem for several small businesses is the fact that much larger businesses can influence their chances for success .,B2
Public space such as parks and beaches are essential venues for many recreational activities .,B2
Observations of atmospheric chemistry are important .,B2
"Traditional wood joinery techniques use the distinctive material properties of wood , often without mechanical fasteners .",B2
"On May 22 , 1933 , Chinese and Japanese representatives met to negotiate the end of the conflict .",B2
"Virgin purchased twenty percent of the team , as part of sponsorship arrangement .",B2
"These crustaceans are from 2 to in length , with a long body .",B2
"These crustaceans are from 2 to in length , with an elongated body .",B2
Scientists will probably never be certain of the largest and smallest dinosaurs to have ever existed .,B2
We will never be certain of the largest and smallest dinosaurs to have existed .,B2
"From knowing this , we can now evaluate the integral .",B2
"While the entire council is responsible for leading the federal administration of Switzerland , each councilor heads one of the seven federal executive departments .",B2
"The whole council is responsible for leading the federal administration of Switzerland , but each Councilor runs one of the seven federal ministries .",B2
Many forms of amnesia fix themselves without being treated .,B2
"The church had 61,000 members in 700 congregations in 2009 .",B2
"In 2009 , there were 61 000 members in 700 congregations .",B2
"In the past , chikungunya existed mostly in developing countries .",B2
"Historically , chikungunya has been present mostly in the developing world .",B2
"Sand flies are small ; a body size of about 3 mm in length is typical for many species , which aids them in escaping notice .",B2
Sand flies are small ; a body size of about 3 mm in length is typical .,B2
Rolling resistance is also the reason that some human civilizations did n't use wheels .,B2
Rolling resistance is also the reason at least one historical human civilization abandoned the use of wheels .,B2
"Humans now play a top role in the biosphere , with the large amount of people in many of Earth 's ecosystems .",B2
"Forks have traditionally been used to tune musical instruments , although electronic tuners are replacing them in many applications .",B2
"Tuning forks have traditionally been used to tune musical instruments , though electronic tuners have largely replaced them .",B2
"After the June 1976 protests , he was co-founder of assurance to workers charged by the communist regime .",B2
After the June 1976 protests he was cofounder of assurance to workers prosecuted by communist regime .,B2
In 1882 the government decided to build a new central passenger station to replace the existing construction .,B2
"The election election used the supplementary vote system , which is where the voters choose a first and a second choice of candidates .",B2
"The election used a supplementary vote system , in which voters express a first and a second preference of candidates .",B2
"To hunt fish , the eagle swoops down over the water and snatches the fish out of the water with its talons .",B2
To hunt fish the eagle swoops down over the water and snatches the fish out of the water with its talons .,B2
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 456 to 479 .",B2
"In a neutral atom , the number of electrons equals the number of protons .",B2
"Dill oil is extracted from the leaves , stems , and seeds of the plant .",B2
"Dill oil can be extracted from the leaves , stems and seeds of the plant .",B2
"It has often been noted for its complex lightcurves , which made determination of its shape and rotation somewhat difficult .",B2
Clerical and administrative support has been greatly increased in recent times .,B2
Clerical and administrative support has been significantly enhanced in recent times .,B2
The flattened bodies of stingrays allow them to hide themselves .,B2
It first became extinct in Africa some 1.5 million years ago .,B2
There was some controversy surrounding an immunity challenge in the final episode .,B2
There was some controversy about an immunity challenge in the last episode .,B2
"In the United States , mitigating factors are very important in death penalty cases .",B2
"A second , slightly revised edition was republished in 1958 .",B2
No globes of the Earth from Antiquity or the Middle Ages have survived .,B2
Languages such as Tcl and Lua were specifically designed as general - purpose scripting languages that could be embedded in any application .,B2
"The eastern border of the province corresponds to the western side of the Maas , which originates in France .",B2
"The eastern border of the province corresponds to the western bank of the Maas , which originates in France .",B2
When depicted he was usually drawn with a black and a yellow stripe painted across his face .,B2
There are a few major differences between the political system of the United States and that of most other developed democracies .,B2
Tropical disturbances that reach tropical storm intensity are named from a pre-determined list .,B2
Hawks have four types of color receptors in the eye .,B2
The resort was dependent upon railroad and electric trolley service at first .,B2
The resort initially depended on railroad and electric trolley service .,B2
Early photographers used it as a component of flash powder .,B2
Most present- day coral reefs were formed after the last ice age when melting ice caused the sea level to rise and flood the continental shelves .,B2
"Like many toucans , Keel-billed is a very social bird , rarely seen alone .",B2
"Like many toucans , keel - billed toucans are very social birds , rarely seen alone .",B2
"A flounder 's diet consists mainly of fish spawn , crustaceans , polychaetes and small fish .",B2
The papyrus is divided into eleven columns .,B2
"The papyrus is divided into eleven columns , distributed as follows .",B2
This was the first time that the federal government helped finance a structure dedicated to the performing arts .,B2
Misiones department is relatively flat and several rivers and streams flow through its territory .,B2
Misiones department is relatively flat and crossed by a number of rivers and streams .,B2
"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 498 to 506 .",B2
"In the late 1980s , digital compositing began to supplant optical effects .",B2
"Sice the late 1980s , digital compositing began to replace optical effects .",B2
The supreme court has a president and 8 judges .,B2
The supreme court consists of a president of the court and 8 judges .,B2
"Under some conditions , such as extremely low temperature , some ceramics exhibit high- temperature superconductivity .",B2
All even perfect numbers have a very precise form ; odd perfect numbers either do not exist or are rare .,B2
Production and consumption of energy resources is very important to the global economy .,B2
Renewable energy projects in many developing countries contribute to poverty alleviation by providing the energy needed for creating businesses and employment .,B2
The following is a list of some of the songs featured in the movie along with the artist that popularized them .,B2
Insect respiration is accomplished without lungs .,B2
The designation of a device as either input or output depends on perspective .,B2
His career started in 1960 and continually worked on makeup until 2012 .,B2
"Although peat has many uses for humans , it also presents problems .",B2
"Although humans have many uses for peat , it presents severe problems at times .",B2
Metics shared the burdens of citizenship without any of its privileges .,B2
"After mating has taken place , males perform various actions to prevent females from mating again .",B2
"After mating has taken place , males do various things to stop the female mating again .",B2
All nine of the Grenfell brothers were expert polo players .,B2
Over 6500 different tangram problems have been created from 19th century texts .,B2
"Over 6500 different tangram problems have been created from 19th century texts alone , and the current number is ever-growing .",B2
"As a simple example , consider the average daily maximum temperatures for two cities , one inland and one on the coast .",B2
"Superscalar CPU design emphasizes improving the instruction dispatcher accuracy , and allowing it to keep the multiple execution units in use at all times .",B2
"Superscalar CPU design is concerned with improving accuracy of the instruction dispatcher , and allowing it to keep the multiple functional units busy at all times .",B2
This digital data is gathered and stored so that the physicist can later analyze the data and reconstruct the physics that occurred .,B2
This digital data must be gathered and stored so that the physicist can later analyze the data and reconstruct the physics that occurred .,B2
"Since metals are good conductors of electricity , they are valuable in electrical tools and for carrying an electric current over long distances with little energy loss .",B2
Various forms of competition can be referred to by the term championship .,B2
Natural selection has driven the origination and diversification of the toxins to counter the defenses of their prey .,B2
Natural selection has driven the diversification of the toxins to counter the defences of the prey .,B2
"A flat piece of heat - absorbing glass is often placed in the light path between the condensing lens and the slide , to avoid damaging the latter .",B2
"A flat piece of heat absorbing glass is often placed between the condensing lens and the slide , to avoid damaging the slide .",B2
The show helped launch the characters into mainstream popularity and became one of the most popular animated series in television history .,B2
"The symptoms of strep throat usually get better , with or without treatment , in about three to five days .",B2
"Iocaste belongs to the Ananke group , believed to be the remnants of a break - up of a captured asteroid .",B2
Spontaneous abortion occurs in various animals .,B2
