title,lang,source_name,format,category,cefr_level,license,text
0475.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"T iamagine my life in 10 years time ? I notice that everything is going faster and faster. A lot of things were changing during these last ten years. When i look back, it seems that tecnology is the most evoluting aspect. Everything goes faster and faster. Internet communication has a great influence on the daily life. I 'll be home-working, I'll speak with other people and I'll be informed from my own workspace. Virtual reality - science fiction - may be?"
0476.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Well, my best memory of a holiday, It was this summer. I went to Montenegro with my mother and my brother. I tested for the first time; paragliding. It's similar that parachute jump but you are not jump by a plane, you must go at the top of a mountain, you run and you jump on the air. After that, you just look the landscape and relax. This view was amazing. The blue sea, the moutain, the beach, everything was beautiful. This memory is the best experience that i've done!"
0477.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"In ten years, I would like visit many country in the world to meet many people and speak, change ideas between us. The first land to visit is the America of south : deserts, mountains, cities and seas with different transports : aeroplane, auto, car, bike and boat. For that, I would like learn spanish and englih language. It is most aisy to meet people if you understand their language."
0478.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Last year, I went to a camping in French. I went there with my family : my mother, his boyfriend and children's boyfriend. I always went to swimmingpool, I liked parties the afternoon. But my boyfriend miss you. I would like come back in Belgium to see my boyfriend. We stayed two weeks during the holiday. We came back by car. I didn't like stay it too long."
0479.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Hi friend, that's wonderful you make a great dinner for your birthday, but it's not cool that you has all the work if you want I'll be there to help you. What can I do ? I like drink dance laugh then I can create the atmosphere and fun.If you want I'll say to my sister to come with me, because she likes working cooking washing then with us two, everything will be perfect.  See you soon"
0481.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"In ten years time, my life will be easy! My children will be adults, so i could stop to work. Everyday, i will go to walk and after i could read a lot of books. I will go to travel too. I want to plant many flowers and trees. Sometimes, i'll go to see my friends and my sisters."
0482.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I remember me, the next year, I saw a beatiful girl. She speaks Italian and me French, we couldn't speak together but she didn't stop to watch to me, and me too ... I'm really tired because I know I could try something to kiss her but I didn't have the courage ... We I had to leave the aqualand, she comes and give me kiss on my cheek. I was really happy but I knew I'll never see her again. But I think to her occasionaly ! Her and her kiss ..."
0484.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I'm keen on the mountains, specialy The Alpes. And my dream would be living there. I imagine the fixture and furniture in a pretty chalet or flat, front of a majestic vieuw. I often could walking in this marvelous scenary. Sometimes, friends and especcialy my children would come for some stays. They could be accomodated at our home, of course. I must be patient and keep hope. Time will tell us."
0487.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"In 2026 I will be 62 years old. I have today 4 children. {name} is 28 years old,  {name} is 26, {name} is 24 an {name} 23. In 10 years time {name} and {name} will get engaged.{name} will have with her husband {name} two children and {name} will work abroad. So I will like to spoil my grandchildren during the week-end because I will still work. The age of pension will be relayed because of a lack of money at the Belgian Financial Ministery."
0490.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My life in 10 years time will be Happy !!! i hope !!!  I am already Grand-mother of one beautiful and lovely little girl and in a fews weeks , i will be still an happy Grand-mother for the second time !  My life in 10 years time will be happy with my little children !   i will travel around the world like ""Marie Popins"" for the see my lovely little girls...  Because , i have a american girl , she is born in San-Francisco and  my futur little girl will be born in London ...   i will need many money for to take often the airplane !  My life in 10 years time will be rich of Happinness with my little children ...  it' very enjoy to travel with my husband and with my children ! i like to visit the cities , the landscapes, de countries ...   i like to visit the museums, to eat at the restaurants and to discovery the news musics , the news paintings of the World...  i like also to speak English with the news peoples ...   i like also shopping !! but it is an expensive activity !!!  i hope to keep a good healthy for me and for my all family ...   i will need for ever my family around me ...   My favorite activity is to travel for to see my lovely children and my grandchildren ...  i can also achieve the beautiful things with my grandchildren ... i like painting with them or learning the news things ...  i like the life for ever !!!  As soon !  {name}"
0492.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Two years ago, I went in Italy with my parents and my grand-parents in July to discover the village of my grand-father in Bergamo. It was the first time that I went in this city and it was really a beautiful trip.  Firstly, the weather was very good. Every day was sunny and the sky was blu. The landshappes were wonderful because of the high mountains and the beautiful lake that passed through the village. Secondly, I have meet the family of my grand-father for the first time. His sisters and brothers and also his nieces. The life there is poor but people live with the necessary, there are simple and they are rich in what they have learnt in their life. Moreover, I have seen the house in which my grand-father was born and has growth. Now, they have built an italian restaurant in this place..the things are changing...herbs are replaced into cement..clams are changed into buildings...the worlds is falling down...  The day after, We went to the cimetery to pray for the ones that aren't there yet. The last day, we visted the center of Bergamo. In the old part of the city, there are a lot of old museums, churches, typical bakeries and restaurants. In the modern part of the town, there are especially many shops and bars.  I will always remember this holiday because this trip was rich in emotions, in discoveries and in surprises. The city was amazing and it's important to know where we really come from."
0493.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Last year, I went to Antalya for ten days with my girlfriend. Antalya is a big region in the south of Turkije, very quiet and hot city. The people are very friendly and respectable. In the morning we took the breakfast at the hotel. After the breakfast we went every day for a few hours to relaxed in the swiming pool. Because it's too hot to go outside to walk in the afternoon! It was fourty degrees! Before dinner we did a little sport, we played voley beach and water polo, it was very nice. In the evenning we had shower en we went outisde the hotel to visit the city and walk. Very nice holiday, we go again to Turkije."
0497.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My life in 10 years time, probably on beautifull island in Indonesia with my son. My occupation would be, scuba diving teatcher on a sailboat with friends or family, certainly my son would be dive master too. We would have a house on the beach very closer the sea, with two dogs. That was a beautifull dream, but can be make it happens."
0499.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Hello, I've just received your invitation and I wouldn't miss it for the world! Thanks a lot!! I know organising a party can be difficult: there is so much to plan, to think of... So if you need my help, don't hesitate to ask. I could for example come tomorrow morning to help you with the decoration, or run errands for you this afternoon. Let me know ;) Bye!!"
0503.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,I imagine that I will be professor at university. I would have done my doctorat. My son will be at university. My daughter will be 15 years.In 10 years I speak perfect English and I understand it perfect. My write will be fluent. I hope... but there is still a lot of work!!!  The work in my house will be finished. My annexe will be build and my bathroom will be great. I also hope that I will have traveled and discovered the news continents and the news cultures. And I hope that I will always be happy like now or better and my family too.
0504.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,Last year we went on holiday in France by car with my wife my sister in law and her husband. We were in the south where the sun was often over there. It was of the first of september when there were only a  few tourists. We visited the Perigord during ten days. Usually we walked in the small villages to discover the castels and the site where the view was beautiful. The evening we choosed a typical restaurant where the crowd was limited. The come back by car was  soft and the night was marvellous.  I hope you will understand what i wont explain to you.
0508.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"In the month of September, it was my friend's birthday, she was 60 years old. She doesn't want a special feast, then we decided to make a court trip, 3 days in Tyrol, at Lermoos, she and me and the two husbands. We have choiced a typical Hotel, a chalet in hood with vieuw on the mountain. The food was delicious. We have made an excursion in Garmich Partenkirchen to see the spring-board for ski jumping. It was famous. We also went to the top of the Mount Zugspitze with the cable. The vieuw was splendid. We have also visited the Linderhof castle. It was to short, but we have had many pleasure."
0519.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Oh, my best book? Well, to be honnest, I don't read at all. I don't know why but I can't spend my time reading books, I fell it like a waste of time... it's not funny because I want to read, the Lovecraft's novels seems to be very good for me, for my imagination maybe. Now I don't know what to write for you, maybe a story?"
0522.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"As I'm retired, I'll give a part of it to my son to enable it to carry out a major project he wants to achive."
0524.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Two years ago, I went to a casting in Liège for a film written by the brothers Dardenne. It was interresting. I had to tell a text behind a camera. The two brothers were there and gave me some informations to made it better. After the casting, they didn't give me any return. So I dreamed of meeting some stars like Marion Cotillard. I waited for a reponse during a long month. At the end, I not hopped so much. If I could, I'll do it again. It's a good experience."
0529.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Great event, when sport met charity!"
0532.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"If I had 1 million euros, I think that I will build a big house. I would like to have 3 children so I want they will have a lot of place to play, to run outside, play football or something like that."
0534.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"The best book I've ever read in my life is the Holy Quran because it is the book i've ever read completely. It is full of love, forgiveness, and pity. The words of God are the most wonderful words in the world. The Holy Quran learns to us a full of qualities. To pray god and love our human brothers and all kind of life on the planet. It is learn to us the rules to live together in peace and respect of eachother.that is why I love this book."
0535.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Yesterday, I attended at the launch of the new perfume of the Delavigne corporation, the famous Californian's firm."
0537.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"It is not a question easy to answer because I read a lot of books each year. But I like reading thriller book and the problem is very difficult to find a good thriller with a good intrigue. But one of the last I read was astonishing and surprizing. This book is ""Before I go to sleep"" written by S.J Watson. The suspense is present until the last page of this book and it is genial when the writer succeeds it. I did not expect for the end and I like feeling it because it means that the writer has done his job, it is to say, keep us in suspense."
0542.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"It's easy for me.I would give half of this million to my son. With the other part, I would travel around the world. There are lots of countries that I don't know I would see. I would see again a country that I like, it's Canada.But, above all, I would buy a chalet in Switzerland because it's the country I love, it's the country where I'm feeling fine.It's a country where I often went with my parents and my grand-parents when I was young and I have Swiss blood because my grand-father was a Swiss man."
0543.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"It's a good question, my opinion changes each month but now i think it's the saga of ""Pierre Bottero"". (i hesitate with R.A. salvatore, writter of Drizzt's saga and adaptator of Star wars for books, he is talented and the charism of his characters is great)"
0544.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"The last book I read was a novel of Mary Higgins Clark. The next I'm going to read is a book of Arthur Conan Doyle, or Agatha Christie, or Michael Connelly, or ..."
0555.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I've just finished to read the book entitled ""A new earth"", a Eckhart Tolle's book translated in French. I find that it's the most interesting book that I've ever read until now because it deals about spirituality and personal development's stuff which have always interested me. I think these subjects can be very helpfull to everyone in their daily life. For example, it helps me a lot to improve myself to become happier and it works ! I've became aware of my ability to destruct myself which made me unhappy. I've understood the advantages that everyone has to enjoy life's little things and above all the fact that I can choose to change my life and make dreams come true if I really want to. All of this explanation isn't a fantasy or unreal at all. I lived some experiences that have been ""confirmed"" by this book and I am truly convinced that the whole humanity have the power to change some things if people want to live ""better"" or become happier."
0558.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think, i'll give a part for caritatives associations, i'll give a part to my family, i'll give a part to my best friends who needs it, and finally i'll hold the last part ..for me sure!!! But i would not  spend this money in stupid thinks!! No I think that i'll try to invest in ""ecology "" First, i'll by a house, and i turn it to be  completely autonomous environmentally, and économilly.I 'll produce my own electricity, i'll have my own system for collect and purify my water, ect..."
0561.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Hi Guys,"
0562.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"It's only a dream for me but, if it happened, you'll find my projects."
0563.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I read a lot of books. And in my view, the best book, I've ever read, it's ""D. "", writting by Robert Harris."
0566.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"It is very difficult to determin which book is the best I have ever read because I have read many and many and I am still doing it. However, after a few minutes of thinking, I would say the Harry Potter books. First, they helped me love reading when I was a little girl. Indeed, my father ""almost"" ordered me to read at least one or two chapters everyday in order to improve my reading speed, my vocabulary and so on and so forth. When I finished the third one, I was completely in love with the books and it gave me the desire to pick up another one. Today, I have at least a hundred books at home. Second, they are my first saga so they are more precious to me than could be The Chronicles of Narnia or even The - So Precious- Lord of the Rings. Finally, we can not deny that JKR made an enormous work given that she created a world from A to Z: the characters, the places, some of the creatures, the spells, .... Her whole magic world has had a huge impact on our own one because we are using her specific vocabulary in the daily life. For instance, someone is saying to be a muggle when he or her is lacking particular skills. In conclusion, the Harry Potter books are definitely one of the best books I have ever read."
0569.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I was on holiday in Scotland. Scotland is a famous country in the north of England. There is many landscape without city, we lived in the middle of the nature , the wind was blowing and the sky was always grey. We saw a lot of sheeps in the meadows. There are also many fjords which enter the scotisch earth. One of then is very famous, and many tourist go ther in order to see the Loch Ness Monster . The inhabitants call him Nessie . He looks likes a big snake floating on the see; it possible to see him, at some special hours of the day.I was very lucky because I saw him, I took many pictures fron him. I speak to him too, I tell him "" Hello , how are you, I came from Belgium expecially for your, I am very happy to see you"" - Hy, {name} , he answers, have a nice trip , here ! See you soon, next year."
0570.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,On Sunday I had the opportunity to participate to the Batibauw event and I would like to share my feeling with you !
0572.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Hello world,"
0578.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,That's a very good question !
0580.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,I think i woudn't change too much my live.
0581.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"If I had 1 million euros, I'd like to buy a house in California, USA..."
0582.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"The politicians could choose and pay for other energy than the nuclear. And they could invest more in renewable energy. It is for all the planet in oneway, not only for one state or one little group."
0587.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Tryiing to avoid carbon energy, using public transport, recycling whatever may be recycled, using local food and season food such as vegetables coming from our country and not using imported food such as exotic fruit and vegetables. Walking by foot as soon as possible and so often we can."
0588.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"According to my opinion, an enjoyable job is more important than a job that brings more money even if we need money to cope with life. I think that when we are working on an enjoyable job, we are more satisfied with our life when coming back in the evening, we don't worry about lots of points that make induce questioning about the aim of our existence. A job that brings money may surely seem like being more reassuring . But, when someorne executes a job that he has chosen in full awareness and with interest, he seems to be less fed up with his daily obligations. He will execute his duties with a light heart and a good energy. Only this is really satisfying and grateful when he comes home and there is no reason to worry about the usefulness of his existence. Executing ones work wtih  a light heart and pleasure seems far more easy and satisfying, there is no reason to worry about lots of useless questions. This person, that enjoys his job and copes wih everything his job requires, has  a real merit doing everything his job requires. When this person needs more money, he is even able to find a complementary source of incomes because he or she isn't fed up by his or her current job. That may  leave him or her enough energy to cope with a second job after work if there is a need or it."
0590.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I'm not sure it's something necessary for everybody, it depends of what you want to do later. Some people'll never use language is theyre job and for some people, languages are boring, you may not force somebody to learn languages."
0592.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,Both are important in some points of view.
0597.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"No I think we could only learn by ourself. For instance, the simple fact that we spend hours on internet which is a lot written in english help us to improve."
0598.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"First i'll give as an important advice, to turn off the the tap while brushing teeth."
0599.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"It would be great to change first the vision of environment people have. All day long, we receive dozens of messages that have a negative impact on our mood: pictures of dead delphins or cutten trees produce anger, sadness, incomprehension; documentaries about our way of life (meat industry, for example) produce guilt. I don't believe in negative messages to generate positive actions. The problem is not in the way we treat environment, it's in the way we think it. We must think first about why we feel so separated from environment, then what we want to do with that relationship, and in the end what we want to change or to keep that way."
0602.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"First, it's important to modify our behaviour when we have to move ! Nowadays, the car is the easier mode of locomotion but this is not the best. Public transports are a good solution. The problem is that these public transports aren't well organized. When you want to go to a big city, you can note that there are not enough parkings near the stations, the underground, then you go further with your car... And another problem of public transports is the lack of fiability, the failure to respect timetables, they are too often late so the people are discouraged and they return to their cars..."
0603.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think the most important is to feel happy with your work, whatever your salary."
0604.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"In a world where tthe countries no longe have frontiers, it seems attractive to travel and why not study abroad ?"
0607.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,Study abroad would be an interesting way for students to learn or improve easier a new language. So for students who are learning new language it should be a compulsory part of education because you can't learn a new language without immersion. An this for all field of sudy because it's also a way to increase each student selfconfidence and open new horizons to the student letting Him/She take some responsabilities by him/herself and see how our contry or way of life is different from where they'll be studying.
0611.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"This question is very interesting indeed and especially when you are reconsidering your career path, after having been in the same company for many many years."
0615.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,I personally think it is more important to have an enjoyable job than to make money.
0616.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"As far as I am concerned, I indeed think that studying abroad should be a compulsory part of education. However when I say ""education"", I mean higher school or university. Whatever three or five years, every student should spend at least six months abroad. First and foremost, from a personal point of view, it allows the student to be out of his confort zone which is a essential step in every life. It forces the youth to discover another culture, sometimes even another language, enabling him to come back in his country more open-minded, critical, aware of what happening outside of his borders. From a educational point of view, it makes possible for the student to be conscious about another way of studying. With regard to my experience, I made my university exchange in Peru. There the system was quite different than the Belgian one. Whereas Belgian universities don't give students an ongoing work, the Peruvian requirements were higher along the whole year. I had to work every week which enables me to be ready for the exams whitout being forced to study a lot the week before. For those reasons, studying abroad should be compulsory for everyone as long as it makes you happier."
0621.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"The world where we are isn't very good in matters of environment. There are pollution, radiation, we destroy forest and nature. By this way we also kill himanity."
0622.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,It shouldn't because it's not easy for everyone to be comfortable with that. It's difficult to be away from friends and family.
0623.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I'm an artist. I make comix, silkscreen printing, engraving. So maybe am i a particular kind of people...I always knew i'll never make a lot of money with this sort of life, and maybe i put this idea so deep in my mind that i made an aversion to money winning. I make drawings all the time, and sometimes i make illustrations to have some money, and the artistic process is more difficult in these cases...not because i make it for others,  because there is money at the end...i don't know why... Some people makes thiers jobs to have money, they have no problems with any questions...  after the work, the work is over, they have the money, they have the rest of the day to make other things. For me it never stop, creation is always in my mind, the day  never end, i dream of it, and i don't have money. So what is the best ? I love my work,  it's all my live, and i can't do anything else... And i don't care about the money. Enjoying our work is very important, but it's just a question of priority. There are a lot of jobs really fun where you can make a lot of cash, money is your goal, why not after all ... And there  are a lot of job really fun where you make no cash... but you like it anyway, because you trust in what you do, money is not a goal, you wake up in the morning to make something that makes you happy, and maybe proud. It's a conscience choice..."
0629.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"In my opinion, traveling abroad is the best way to learn a language. First of all, it's incredibly faster than in your own country because you have to speak non-stop in the other language. Moreover, speaking with native speakers increase your listening and speaking skills in a real conditions of living. For exemple, I went to Canada during 4 months and I learnt more than what I studied while I was at school in Belgium. So yes, if we want to increase the number of multilanguals people in Belgium, studying abroad must be a compulsory part of education."
0633.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"N.B. I did not know the word ""compulsory"" and I needed to check the translation :)"
0636.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think that studying abroad is something everybody should live. It is a good way to open someone's mind : another culture, meeting new people, etc. It is also good to make people better organized and at ease on their own. I made an internship in Quebec when I was a student. It was not easy but very intresting. But I could not have a first eperience in a belgian compagny so it was not so easy to find a job after."
0643.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"In my opinion, the first item is more important for various reasons. The only important thing in this world, for me, is to be happy and the best way to get happiness is to do good around us. In this sense, as we spend a lot of our time at work, it seems important to me to have a job where you can realize things that can help people, in one way or another, regardless of the money you get. For me, that's the true meaning of an 'enjoyable job'. Moreover, I think that money, even necessary in our world, could be a source of a lot of suffering (interpersonal conflicts, disproportionate desire, psychological stress, divorce,...) while an enjoyable work could rather be, in one's daily life, a source of social and personal blooming."
0644.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Study abroad will allways be an interesting way to learn foreign langages, other peoples and ways of life.  Meanwhile, you can't oblige someone to be interested by those matters.  In such a case, it will be a loss of time and money.  I prefer someone, maybe with a limited ambition for his carreer, studying in his country because he will feel free, moving in his familial neighbourood, remaining in good conditions for his scolarity.  Leaving your cocoon, your family, your friends, your country to study abroad could be felt by a boy (or a girl) like jumping from a plane without a parachute!  It's not always the case.  Some students go away with friends.  Some others are so strongly motivated that they don't be afraid of that big jump!"
0645.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Money and enjoyable job, both are important. I need money to live and I also need to feel comfortable with my Job."
0647.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"First of all, I advice every body to do sparings: water sparing but also food, electricity and in genaral power sparings."
0650.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,We need money to live. That's a fact.
0653.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"If we speak about the Earth environment, and thus, global Earth bad conditions, maybee the first thing to do, internationnaly, from each human to each company (from the smalest to the biggest) is to reduce what we consume."
0655.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"For me, the most important think is to have a job you enjoy. Sure the money is not a little part of it and if you need it, it's also important..I certainly prefer a job with a correct environement, a kind atmosphere, lots of nice people and a very interesting job. To be your self and also to work correctly in a place you appreciate. But what is for you an ""enjoyable job"" ? Could you tell me more about it ? I also need your interpretation : I suppose here it's not only a survey but also an exercise to practise your favorite language ! Can I have an answer ? Thanks a lot for your response,"
0657.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,According to my experiences I would say that having an enjoyable job is really more important that having a boring one with a high salary.
0658.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"First of all, I think that work takes a big place in everyone's life. That's why I would probably say that it's more important to have en enjoyable work than to make money. In fact, both would be perfect... But in my opinion if you don't feel good when you are at work and if you don't even want to go to work when you get up, then it's a real problem because that could have really huge consequences on your personal life. My point of view is that when you don't feel good at work, you don't feel good in life. A lot of companies don't care about how their employees feel at work. They only think about making profit instead of caring about people. The worst is that some people become depressive because of their work. And being depressive can lead to suicide. This is why having an enjoyable work is more preferable according to me."
0659.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"The environment, our contemporary green gold, is key for human life, and after many years of drawing resources, the mankind has realised it is really necessary to stop this massacre until it becomes irremediable. In order to live on a sustainable manner without coming back to the Prehsitoric times, I would carry on building off-shore and inland wind turbines, multiplying solar panels on roofs and on parkings to load electric car. I would also encourage inhabitants from developed countries first, as they are more disposed financially to make efforts, to compost and plat trees in their garden and to sort out their wastes more consciously. As farmming has a big impact on our planet, it is an emergency to get people conscious about the need they decrease thei meat consumption. Though we already have observed changes, I would encourage financially companies, universities, schools that promote the right attitude and invest in and implement efficient autonomous facilities and the use of ecological products. Finally the mankind have the capacity to live sustainably but do ou politicians and lobbies be ready to move in a radically manner from a polluting to a greener free-market economy"
0660.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I don't totaly agree with that point of view. For sure, eating a balanced diet is necesary for a healthy life, but it is not enough."
0662.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"People who live in the public eye certainly do have a right to privacy. This is a fundamental right of all human beings. However, the reality is probably that this right is not respected. For many famous persons, we see too often private pictures or information relative to intimacy published in tabloids. I cannot imagine that stars, politicians, members of royal families, etc. can go out in any public place without the fear of being recognised. If I were them, I would feel that as a violation of my freedom and of one of the most basic human rights. Medias and fans seem to forget that famous people are as human as they are and that they have the same needs, dreams, fears and hopes as anybody else. Yet, there may be some exceptions: some people who actually like to see their whole life becoming public. They may accept to lose their privacy in the name of glory and fame. But I believe that this is rare and that most famous people actually wish to see their right to privacy respected."
0663.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Yes they have. If I were a ""star"" I would enjoy to meet my fans ,"
0664.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Yes, there should be a separation between private and professionnal life. Even tough a part of some people's job is to be famous, well knowned, and therefore being seen, they should have the right to a private life. The devellopment of their children and their couple relation might be endangered with the omnipresence of photographs and media in their life. They already have to bear this situation at their work or when they show themselves, and it's got to be enough pressure. So let them have a family life without trying to sneak in! Isn't it the first amendement of the constitution to have the right to freedom? And what freedom is greater than the freedom to be forgotten to be eyes of the others, the ones that you do not care about. And this, to be more present to those you love, because real love don't come from a horde of unknowned people! This kind of love is called ""admiration"" and this is so futile that you can lost all admiration in one time. But you will always get the love you deserve. If you deserve it!"
0667.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"At first, we can consider social network as an easy way to keep in touch with other people (for instance : friends from childhood, close ones living far away...), as well as a manner to discover new people ""by chance"" on the internet enabling us to widen our circles."
0669.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Social Media are made to bring people closer. MySpace, MSN Messenger at the time, Facebook, Twitter or WhatsApp today were all designed to share your daily life and passions with your friends, fictional or not. But fifteen years after the upcoming of these networks, one has to admit: these actually brought us appart. In a couple, rare are those who don't go to sleep with their smartphone, while their loved ones are lying down next to them, doing the same routine. Checking facebook, browsing on Twitter, liking on Instagram (Google+ is just irrelevant). Those ritual moves are killing daily relationships and give the false impression to be closer of your so-called friends.So here is my opinion: social networks are the new opium of the people, as they tear people appart while giving the impression to be closer of fake, unreliable friends. People should care about their direct circle, spouse/husband, kids, friends, enjoying little moments for themselves instead of thinking of a good filter to pimp up their photographs."
0671.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"I totally agree with this sentence. In fact, if you want to be fit, a balanced diet is more important than doing sport only. But being fit is not the only purpose in life. A good diet keeps you in shape, lively, awake... It brings you everything you need ( vitamins, calcium, ... ) and keeps away illness."
0672.xml,en,cefr-asag,document-level,learner,C2,CC BY-NC-SA 4.0,"Social networks can impact relationships at different levels. First of all, they can serve as upgraded address books that allow people to remain connected even if life has separated them. Social networks also allow people to stay closer as they can stay away while remaining aware of their friend's whereabouts."
0674.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,My opinion has to be qualified .
